"","LICENSE NUMBER","PROVIDER NAME","PROVIDER SERVICE TYPE","STREET ADDRESS","CITY","STATE","ZIP","COUNTY","ECC","CCRR","SCHOOL DISTRICT OPERATED PROGRAM","SCHOOL DISTRICT","QUALITY RATING","QUALITY RATING EFFECTIVE DATE","QUALITY RATING EXPIRATION DATE","CCCAP FISCAL AGREEMENT STATUS","CCCAP AUTHORIZATION STATUS","TOTAL LICENSED CAPACITY","LICENSED HOME CAPACITY","LICENSED CENTER INFANT CAPACITY","LICENSED CENTER TODDLER CAPACITY","LICENSED CENTER PRESCHOOL CAPACITY","LICENSED PRESCHOOL AND SCHOOL AGE CAPACITY","LICENSED SCHOOL AGE CAPACITY","LICENSED NYO CAPACITY","LICENSED RESIDENT CAMP CAPACITY","GOVERNING BODY"
"1360","1780388","Mountain View Montessori","Child Care Center","3250 E Sixth Ave","Denver","CO","80206","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER COUNTY 1",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,0,20,NA,NA,NA,"Mountain View Montessori"
"1361","1781246","Sherryl Carey","Large Family Child Care Home",NA,"Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"WINDSOR RE-4",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1362","1780374","Lifeways LLC","Resident Camp","2490 Main Ave","Durango","CO","81301","La Plata","Early Childhood Council of La Plata County","ECC La Plata Co",FALSE,NA,NA,NA,NA,FALSE,FALSE,15,0,0,0,NA,NA,0,0,15,"Lifeways LLC"
"1363","1780617","Camp Galileo - East Boulder","School-Age Child Care Center","999 Violet Ave","Boulder","CO","80304","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY RE 2",NA,NA,NA,FALSE,FALSE,60,0,0,0,NA,NA,60,0,0,"Galileo Learning"
"1364","1780424","Iram Raheel","Large Family Child Care Home",NA,"Colorado Springs","CO","80925","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1365","1780528","Rebecca Harris","Large Family Child Care Home",NA,"Milliken","CO","80543","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"JOHNSTOWN-MILLIKEN RE-5J",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1366","1782054","Elizabeth Park and Recreation","School-Age Child Care Center","41012 Madrid Drive","Parker","CO","80138","Elbert","Elbert County Early Childhood Council","Alliance for Kids",FALSE,"ELIZABETH C-1",NA,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,"Elizabeth Park and Recreation District"
"1367","1780473","The Nature Connection","School-Age Child Care Center","401 E 10th St","Delta","CO","81416","Delta","Bright Futures","Bright Futures",TRUE,"DELTA COUNTY 50(J)",NA,NA,NA,FALSE,FALSE,25,0,0,0,NA,NA,25,0,0,"Delta County School District"
"1368","1781593","AlphaBEST @ AXL","School-Age Child Care Center","450 S Chambers Road","Aurora","CO","80017","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public Schools",NA,NA,NA,TRUE,TRUE,60,0,0,0,NA,NA,60,0,0,"AlphaBEST Education, Inc."
"1369","1780562","Camp Galileo - Parker","School-Age Child Care Center","16740 Keystone Blvd","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",NA,NA,NA,FALSE,FALSE,45,0,0,0,NA,NA,45,0,0,"Galileo Learning"
"1370","1781035","7 Steps Learning Academy - Centennial","Child Care Center","6500 S Peoria St","Centennial","CO","80111","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Cherry Creek School District",2,2024-05-03,2027-09-30,TRUE,TRUE,145,0,20,34,0,91,0,0,0,"Seven Steps Centennial LLC"
"1371","1780584","Camp Galileo - Wheat Ridge","School-Age Child Care Center","3900 Kipling St","Wheat Ridge","CO","80033","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,FALSE,FALSE,60,0,0,0,NA,NA,60,0,0,"Galileo Learning"
"1372","1780606","Camp Galileo - Platt Park","School-Age Child Care Center","1221 E Eastman Ave","Englewood","CO","80113","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"ENGLEWOOD 1",NA,NA,NA,FALSE,FALSE,75,0,0,0,NA,NA,75,0,0,"Galileo Learning"
"1373","1788365","Aleesha Norholm","Family Child Care Home",NA,"Florence","CO","81226","Fremont","ECHO and Family Center Early Childhood Council","Childrens First",FALSE,"FREMONT RE-2",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1374","1780625","Hollister Lake Elementary Preschool","Preschool Program","550 Sundance Drive","Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",TRUE,"WINDSOR RE-4",2,2024-12-11,2027-12-11,FALSE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,"Windsor RE-4"
"1375","1780771","Camp Galileo - Highlands Ranch","School-Age Child Care Center","6161 Business Center Dr","Highlands Ranch","CO","80130","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",NA,NA,NA,FALSE,FALSE,96,0,0,0,NA,NA,96,0,0,"Galileo Learning"
"1376","1780858","The Collaborative For Family Education","School-Age Child Care Center","500 E Kelleys Road","Woodland Park","CO","80863","Teller","Teller/Park Early Childhood Council","Alliance for Kids",FALSE,"WOODLAND PARK RE-2",NA,NA,NA,FALSE,FALSE,30,0,0,0,NA,NA,30,0,0,"The Collaborative For Family Education"
"1377","1780971","Kids SmART @ Eiber3+","Child Care Center","1385 Independence St","Lakewood","CO","80215","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,TRUE,15,NA,NA,NA,0,15,NA,NA,NA,"Kids SmART, Inc."
"1378","1781569","Rocky Mountain Day Camp","School-Age Child Care Center","1220 Eisenhower Drive","Boulder","CO","80303","Boulder","Early Childhood Council of Boulder County","ECC Boulder Co",FALSE,"BOULDER VALLEY RE 2",NA,NA,NA,FALSE,FALSE,200,0,0,0,NA,NA,200,0,0,"Rocky Mountain Day Camp"
"1379","1782599","Primrose School of Fort Collins","Child Care Center","2117 bighorn dr","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"POUDRE R-1",1,NA,NA,TRUE,TRUE,175,0,17,58,0,100,0,0,0,"Nikole Mateyka"
"1380","1780852","Merit Academy","Preschool Program","500 E Kelleys Rd","Woodland Park","CO","80863","Teller","Teller/Park Early Childhood Council","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,30,NA,NA,NA,30,0,NA,NA,NA,NA
"1381","1781481","KCE Champions LLC @ Leman Bayou Gulch SA","School-Age Child Care Center","6405 Estancia Blvd.","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County Public Schools",NA,NA,NA,TRUE,FALSE,50,0,0,0,NA,NA,50,0,0,"Crystal Smith"
"1382","1781482","KCE Champions LLC @ Leman Bayou Gulch PreK","Preschool Program","6405 Estancia Blvd.","Parker","CO","80134","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,FALSE,48,NA,NA,NA,0,48,NA,NA,NA,"Crystal Smith"
"1383","1781446","Anjelica White","Family Child Care Home",NA,"Delta","CO","81416","Delta","Bright Futures","Bright Futures",FALSE,NA,1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"1384","1781413","Maria Martinez Huitron","Large Family Child Care Home",NA,"Evans","CO","80620","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"GREELEY 6",2,2025-04-10,2028-04-10,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"1385","1781395","Little Cubs Academy","Child Care Center","982 S Peoria St","Aurora","CO","80012","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Aurora Public Schools",2,2025-10-08,2028-10-08,TRUE,TRUE,120,0,10,24,0,86,0,0,0,"Alia Omer"
"1386","1781493","Little Mountain Preschool","Child Care Center","5137 S. College Ave.","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,2,2024-08-07,2027-08-07,TRUE,FALSE,57,0,0,22,0,35,0,0,0,"Little Mountain Preschool"
"1387","1781271","Steve & Kate's Camp - Colorado Springs","School-Age Child Care Center","301 Austin Bluffs Pkwy","Colorado Springs","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"D-11",NA,NA,NA,FALSE,FALSE,111,0,0,0,NA,NA,111,0,0,"Bright Horizons Children's Centers LLC"
"1388","1781517","Maria Sharoon","Family Child Care Home",NA,"Thornton","CO","80229","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"ADAMS 12 FIVE STAR SCHOOLS",1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1389","1781640","Serendipity Sanctuary LLC","School-Age Child Care Center","31995 Private Rd 055","Kiowa","CO","80117","Elbert","Elbert County Early Childhood Council","Alliance for Kids",FALSE,NA,NA,NA,NA,FALSE,FALSE,30,0,0,0,NA,NA,30,0,0,"Jessica D. Heaton"
"1390","1781562","Southeast Center for Judaism","School-Age Child Care Center","9550 E. Belleview Avenue","Greenwood Village","CO","80111","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Cherry Creek 5",NA,NA,NA,FALSE,FALSE,25,0,0,0,NA,NA,25,0,0,"Southeast Center for Judaism"
"1391","1781207","JEFFERSON ACADEMY PRE-KINDERGARTEN","Preschool Program","7777 W. 99TH PL","WESTMINSTER","CO","80021","Jefferson","Triad Early Childhood Council","Child Care Innovations",TRUE,"JEFFERSON COUNTY R-1",1,NA,NA,FALSE,FALSE,40,NA,NA,NA,0,40,NA,NA,NA,"Jefferson Academy Charter School"
"1392","1782634","Tangerine Early Learning, Inc.","Child Care Center","8085 E. Hampden Ave.","Denver","CO","80231","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,NA,2,NA,2025-03-16,TRUE,FALSE,70,0,0,17,0,53,0,0,0,"Tangerine Early Learning, Inc."
"1393","1781535","Clifton Child Care Center","Child Care Center","3270 D 1/2 Road","Clifton","CO","81520","Mesa","Mesa County Partnership for Children & Families","Hilltop/Western Colorado",FALSE,"MESA COUNTY VALLEY 51",2,2024-11-20,2027-11-20,TRUE,TRUE,237,0,20,82,0,135,0,0,0,"Jennifer Knott"
"1394","1781661","Camp Galileo - Park Hill/Central Park","School-Age Child Care Center","6550 E 21st Ave","Denver","CO","80207","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER COUNTY 1",NA,NA,NA,FALSE,FALSE,165,0,0,0,NA,NA,165,0,0,"Galileo Learning"
"1395","1781438","Gilberta Orozco","Family Child Care Home",NA,"Greeley","CO","80634","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"GREELEY 6",1,NA,NA,TRUE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1396","1781820","Space Kids Academy","Child Care Center","130 S Main Street Unit A","Brighton","CO","80601","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,NA,2,2025-08-31,2028-08-31,TRUE,TRUE,74,0,9,16,0,49,0,0,0,"Nicole Brix"
"1397","1781483","Leading Edge at Patrick Henry Elementary","School-Age Child Care Center","1310 Lehmberg Blvd","Colorado Springs","CO","80915","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"COLORADO SPRINGS 11",NA,NA,NA,FALSE,FALSE,60,0,0,0,NA,NA,60,0,0,"Leading Edge"
"1398","1781484","Leading Edge at Helen Keller Elementary","School-Age Child Care Center","3730 Montebello Dr W","Colorado Springs","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"COLORADO SPRINGS 11",NA,NA,NA,TRUE,TRUE,48,0,0,0,NA,NA,48,0,0,"Leading Edge"
"1399","1781485","Leading Edge at Rogers Elementary","School-Age Child Care Center","110 S Circle Dr","Colorado Springs","CO","80910","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"COLORADO SPRINGS 11",NA,NA,NA,TRUE,TRUE,60,0,0,0,NA,NA,60,0,0,"Leading Edge"
"1400","1781534","Arts and Imagination Preschool East","Child Care Center","1101 East Elizabeth Street","Fort Collins","CO","80524","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,NA,1,NA,NA,FALSE,FALSE,48,NA,NA,NA,0,48,NA,NA,NA,NA
"1401","1781542","AlphaBEST @ Swanson","School-Age Child Care Center","6055 W 68th Ave","Arvada","CO","80003","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,"AlphaBEST Education, Inc."
"1402","1781551","AlphaBEST @ Lawrence","School-Age Child Care Center","5611 Zephyr St","Arvada","CO","80002","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,TRUE,TRUE,100,0,0,0,NA,NA,100,0,0,"AlphaBEST Education, Inc."
"1403","1781553","AlphaBEST @ Roosevelt Charter COS","School-Age Child Care Center","205 Byron Dr","Colorado Springs","CO","80910","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,NA,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,"AlphaBEST Education, Inc."
"1404","1782382","Elizabeth School District Childcare Center","Child Care Center","200 E. Maple St.","Elizabeth","CO","80107","Elbert","Elbert County Early Childhood Council","Alliance for Kids",TRUE,"ELIZABETH C-1",2,2024-12-04,2027-12-04,TRUE,TRUE,30,0,10,20,NA,NA,0,0,0,"Elizabeth School District"
"1405","1781715","Andrea Barrios Chautla","Large Family Child Care Home",NA,"Denver","CO","80249","Denver","Denver's Early Childhood Council","Denver's ECC",FALSE,"DENVER COUNTY 1",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1406","1781635","D49 Evans Preschool","Preschool Program","1675 Winnebago Road","Colorado Springs","CO","80915","El Paso","Alliance for Kids","Alliance for Kids",TRUE,NA,1,NA,NA,FALSE,FALSE,32,NA,NA,NA,32,0,NA,NA,NA,"El Paso County School District 49"
"1407","1781720","Fitzmorris Preschool","Preschool Program","6250 Independence Street","Arvada","CO","80004","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County School District",2,2025-10-02,2028-10-02,FALSE,FALSE,15,NA,NA,NA,0,15,NA,NA,NA,"Apex Park and Recreation District"
"1408","1782126","Jersey Denney","Family Child Care Home",NA,"Thornton","CO","80233","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"ADAMS 12 FIVE STAR SCHOOLS",2,2026-01-05,2029-01-05,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1409","1781730","Smart Bear Learning","Child Care Center","6388 E County Line RD","Highlands Ranch","CO","80126","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,TRUE,TRUE,112,0,10,32,0,70,0,0,0,"Jennifer Panther"
"1410","1781865","Mountainside Elementary","Child Care Center","5506 Harr Ave","Colorado Springs","CO","80902","El Paso","Alliance for Kids","Alliance for Kids",TRUE,"FOUNTAIN 8",1,NA,NA,FALSE,FALSE,20,NA,NA,NA,20,0,NA,NA,NA,"Fountain-Fort Carson School District 8"
"1411","1783148","Charmaine James","Large Family Child Care Home",NA,"Colorado Springs","CO","80916","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"HSD2",2,2024-09-27,2027-09-27,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"1412","1782052","Vonny Duhan","Family Child Care Home",NA,"Highlands Ranch","CO","80130","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1413","1782053","KCE Champions LLC @ NHA Mountain View","School-Age Child Care Center","2103 Meadowbrook Parkway","Colorado Springs","CO","80951","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,NA,NA,NA,TRUE,TRUE,46,0,0,0,NA,NA,46,0,0,"KCE Champions LLC"
"1414","1782132","Maria Torres","Family Child Care Home",NA,"THORNTO","CO","80602","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,"Adams 12",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1415","1782649","Kiddie Academy of Arvada","Child Care Center","9265 Yucca Lane","Arvada","CO","80007","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",2,2025-04-17,2028-04-17,TRUE,FALSE,172,0,20,48,0,104,0,0,0,"Future Leaders Inc."
"1416","1782334","Pikes Peak Preschool","Child Care Center","5759 N. Academy Blvd","Colorado Springs","CO","80918","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"COLORADO SPRINGS 11",2,2025-01-30,2028-01-30,TRUE,TRUE,162,0,20,24,0,118,0,0,0,"Pikes Peak Preschool LLC"
"1417","1782984","Madisyn Kirby","Large Family Child Care Home",NA,"Colorado Springs","CO","80920","El Paso","Alliance for Kids","Alliance for Kids",FALSE,NA,1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1418","1789966","AlphaBEST@ AXIS","School-Age Child Care Center","2700 S Lemay Ave","Fort Collins","CO","80525","Larimer","Early Childhood Council of Larimer County","ECC of Larimer County",FALSE,"CHARTER SCHOOL INSTITUTE",NA,NA,NA,TRUE,FALSE,60,0,0,0,NA,NA,60,0,0,"AlphaBEST Education"
"1419","1782201","Sydnee Cook","Large Family Child Care Home",NA,"Lakewood","CO","80232","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson",1,NA,NA,FALSE,FALSE,12,12,0,0,NA,NA,0,0,0,NA
"1420","1782190","Kids SmART @ RMP-Fletcher 3+","Child Care Center","10455 E 25th Ave","AUrora","CO","80010","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,NA,2,2025-09-02,2028-09-02,TRUE,TRUE,15,NA,NA,NA,0,15,NA,NA,NA,"Kids SmART, Inc."
"1421","1782130","Kids SmART @ Fletcher SA","School-Age Child Care Center","10455 E 25th Ave","Aurora","CO","80010","Adams","Early Childhood Partnership of Adams County","Child Care Innovations",FALSE,NA,NA,NA,NA,FALSE,FALSE,30,0,0,0,NA,NA,30,0,0,"Kids SmART, Inc."
"1422","1782498","The Learning Experience","Child Care Center","1403 Plaza Drive","Highlands Ranch","CO","80129","Douglas","Douglas County Early Childhood Council","Child Care Innovations",FALSE,"Douglas County School District",1,NA,NA,TRUE,FALSE,130,0,17,35,0,78,0,0,0,"Path To The Future Childcare"
"1423","1790133","Meghan Leach","Family Child Care Home",NA,"Colorado Springs","CO","80920","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"ACADEMY 20",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1424","1782264","Jessica Ayala","Family Child Care Home",NA,"Pueblo","CO","81005","Pueblo","Pueblo Early Childhood Council","Childrens First",FALSE,NA,1,NA,NA,TRUE,TRUE,6,6,0,0,NA,NA,0,0,0,NA
"1425","1783242","Maribel Urbina Guillen","Large Family Child Care Home",NA,"Firestone","CO","80504","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"ST VRAIN VALLEY RE 1J",2,2024-10-16,2027-10-16,TRUE,TRUE,12,12,0,0,NA,NA,0,0,0,NA
"1426","1782979","Nisha Sheth","Family Child Care Home",NA,"Denver","CO","80247","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"CHERRY CREEK 5",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1427","1782236","Monument's Best DBA Falcon's Best Summer Camp","School-Age Child Care Center","9205 Meridian Ranch Blvd","Falcon","CO","80831","El Paso","Alliance for Kids","Alliance for Kids",FALSE,"Falcon D-49",NA,NA,NA,FALSE,FALSE,66,0,0,0,NA,NA,66,0,0,"Owner"
"1428","1782243","AlphaBEST @ Hollister Lake","School-Age Child Care Center","550 Sundance Dr","Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"WINDSOR RE-4",NA,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,"Nicole Gillespie"
"1429","1782246","AlphaBEST@ Orchard Hill","School-Age Child Care Center","2015 Covered Bridge Pkwy","Windsor","CO","80550","Weld","Weld County’s Early Childhood Council","Promises for Children",FALSE,"WINDSOR RE-4",NA,NA,NA,TRUE,TRUE,75,0,0,0,NA,NA,75,0,0,"AlphaBEST Education"
"1430","1783249","Rana Akbar","Family Child Care Home",NA,"Aurora","CO","80015","Arapahoe","Arapahoe County Early Childhood Council","Child Care Innovations",FALSE,"Cherry Creek School District",1,NA,NA,FALSE,FALSE,6,6,0,0,NA,NA,0,0,0,NA
"1431","1783089","Mines Early Childhood Center","Child Care Center","1900 Tangent Wy","Golden","CO","80401","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",1,NA,NA,TRUE,FALSE,104,0,16,48,0,40,0,0,0,"Bright Horizons"
"1432","1782346","Lil' All Stars LLC West Jeff","School-Age Child Care Center","9449 Barnes Ave","Conifer","CO","80433","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,FALSE,FALSE,25,0,0,0,NA,NA,25,0,0,"Cesaria Miller"
"1433","1782358","Lil' All Stars Parmalee","School-Age Child Care Center","4460 Parmalee Gulch Rd","Indian Hills","CO","80454","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,FALSE,FALSE,25,0,0,0,NA,NA,25,0,0,"Cesaria Miller"
"1434","1782359","Lil' All Stars Elk Creek","School-Age Child Care Center","13304 US Hwy 285","Pine","CO","80470","Jefferson","Triad Early Childhood Council","Child Care Innovations",FALSE,"Jefferson County Public School",NA,NA,NA,FALSE,FALSE,15,0,0,0,NA,NA,15,0,0,"Cesaria Miller"
